id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
52023609,Serviced apartment in València · ★4.31 · 2 bedrooms · 2 beds · 1.5 baths,409088222,Laura,CIUTAT VELLA,EL MERCAT,39.47382,-0.37807,Entire home/apt,201,2,13,2023-08-18,0.60,33,71,9,0179V
52023785,Serviced apartment in València · ★4.36 · 2 bedrooms · 2 beds · 1.5 baths,409088222,Laura,CIUTAT VELLA,EL MERCAT,39.47383,-0.37614,Entire home/apt,201,2,14,2023-08-27,0.85,33,75,11,0179V
52725381,Rental unit in València · 1 bedroom · 1 bed · 1.5 baths,71262269,Amos,QUATRE CARRERES,EN CORTS,39.45624,-0.37232,Entire home/apt,54,30,2,2022-08-05,0.09,1,0,0,
52023921,Serviced apartment in València · ★4.63 · 6 bedrooms · 7 beds · 3 baths,409088222,Laura,CIUTAT VELLA,EL MERCAT,39.47192,-0.37763,Entire home/apt,561,2,27,2023-07-23,1.13,33,79,15,0179V
52025754,Rental unit in València · ★4.55 · 1 bedroom · 1 bed · 1 shared bath,255366765,Jaidy,QUATRE CARRERES,MONT-OLIVET,39.45966,-0.36601,Private room,38,2,95,2023-09-09,3.84,3,55,39,
52729042,Rental unit in València · ★4.77 · 3 bedrooms · 5 beds · 2 baths,97352565,Ángel,QUATRE CARRERES,EN CORTS,39.45264,-0.37212,Entire home/apt,207,9,13,2023-09-01,0.65,2,347,7,
52027058,Condo in València · ★4.75 · 1 bedroom · 2 beds · 1 shared bath,355867618,Santiago Y Marina,JESUS,L'HORT DE SENABRE,39.44873,-0.39107,Private room,42,1,12,2023-08-19,0.50,2,38,5,
52031051,Rental unit in València · ★4.46 · 3 bedrooms · 3 beds · 1 bath,219698583,William,EL PLA DEL REAL,MESTALLA,39.47411,-0.35394,Entire home/apt,96,5,13,2023-08-19,0.92,1,76,7,
52736389,Rental unit in València · ★4.91 · 3 bedrooms · 3 beds · 1.5 baths,30800358,Marine,QUATRE CARRERES,LA PUNTA,39.45106,-0.33549,Entire home/apt,118,4,22,2023-08-25,1.59,1,259,17,
52744381,Rental unit in València · ★4.67 · 2 bedrooms · 2 beds · 1 bath,4096931,Jose,CIUTAT VELLA,LA XEREA,39.47553,-0.37135,Entire home/apt,85,3,55,2023-08-24,2.36,7,305,26,
52044110,Rental unit in València · ★4.18 · 1 bedroom · 2 beds · 1 bath,42125633,Florit,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47334,-0.32653,Entire home/apt,137,1,17,2023-04-29,0.69,11,240,3,
52044206,Rental unit in València · ★5.0 · 1 bedroom · 2 beds · 1 bath,104114216,Jose Manuel,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45624,-0.3566,Entire home/apt,84,20,20,2023-08-31,0.94,2,224,11,
52748008,Rental unit in València · ★4.77 · 2 bedrooms · 2 beds · 2 baths,427029753,Juan Carlos,QUATRE CARRERES,MONT-OLIVET,39.45892,-0.36695,Entire home/apt,124,2,57,2023-09-10,2.44,1,322,27,VT-43647-V
52045805,Rental unit in València · 3 bedrooms · 5 beds · 2 baths,409088222,Laura,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.468,-0.32629,Entire home/apt,279,3,2,2023-01-02,0.12,33,68,1,0179V
52046513,Rental unit in València · ★4.29 · 3 bedrooms · 5 beds · 2 baths,409088222,Laura,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46821,-0.3264,Entire home/apt,279,3,7,2023-07-07,0.44,33,64,3,0179V
52781807,Rental unit in València · ★4.80 · 3 bedrooms · 4 beds · 1 bath,427308920,Julio,CIUTAT VELLA,EL CARME,39.47983,-0.37791,Entire home/apt,179,3,83,2023-09-11,3.64,7,38,48,
52047897,Condo in València · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,421368032,Ivana,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4646,-0.32659,Private room,35,1,7,2021-10-05,0.28,1,0,0,
52782045,Rental unit in València · ★4.78 · 1 bedroom · 1 bed · 1 private bath,35907538,Ines,CAMINS AL GRAU,ALBORS,39.46622,-0.35277,Private room,39,2,23,2022-07-30,0.99,1,0,0,
52053891,Rental unit in València · ★3.92 · 2 bedrooms · 3 beds · 1 bath,63053029,MD Rentals,CIUTAT VELLA,EL MERCAT,39.47309,-0.38018,Entire home/apt,112,2,12,2022-11-02,0.50,31,318,1,
52055155,Rental unit in València · ★4.42 · 1 bedroom · 2 beds · 1 bath,63053029,MD Rentals,CIUTAT VELLA,SANT FRANCESC,39.47157,-0.37444,Entire home/apt,141,2,24,2023-08-15,0.99,31,323,11,EGVT-330-V
52142259,Loft in València · ★4.90 · 1 bedroom · 2 beds · 1.5 baths,77917458,Melissa,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46616,-0.33117,Entire home/apt,179,3,80,2023-09-12,3.28,2,138,46,
52182231,Rental unit in València · ★2.60 · 3 bedrooms · 3 beds · 1 bath,332692584,Melissa,QUATRE CARRERES,MONT-OLIVET,39.46118,-0.36364,Entire home/apt,113,1,5,2023-08-16,2.59,1,351,5,
52784092,Rental unit in València · ★4.30 · 3 bedrooms · 6 beds · 2 baths,32525406,Rita,JESUS,CAMI REAL,39.43842,-0.38902,Entire home/apt,100,3,50,2023-08-03,2.16,1,167,18,
52784158,Rental unit in València · ★4.71 · 2 bedrooms · 2 beds · 1.5 baths,89158639,Juanma,CIUTAT VELLA,EL CARME,39.47821,-0.37816,Entire home/apt,93,2,77,2023-07-12,3.32,1,57,22,VT-42744V
52182636,Hostel in València · 1 bedroom · 1 bed · 1 private bath,368000602,Casual Civilizaciones Valencia,RASCANYA,TORREFIEL,39.49104,-0.38063,Private room,153,1,0,,,5,92,0,
52197358,Rental unit in València · ★4.70 · 3 bedrooms · 3 beds · 1 bath,248472529,Miguel,POBLATS MARITIMS,NATZARET,39.4484,-0.33377,Entire home/apt,83,2,71,2023-09-01,2.97,2,150,31,
52211399,Rental unit in València · ★4.88 · 2 bedrooms · 1 bed · 2 baths,184711553,Cinthia,ALGIROS,CIUTAT JARDI,39.47154,-0.34245,Private room,43,2,8,2023-03-18,0.33,2,157,2,
52786575,Rental unit in València · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,427341985,Lau,LA SAIDIA,MORVEDRE,39.48595,-0.37495,Private room,29,3,55,2023-09-09,2.36,1,62,19,
52810642,Rental unit in València · ★4.85 · 2 bedrooms · 3 beds · 2 baths,426082677,Ramiro,EXTRAMURS,LA PETXINA,39.47381,-0.39398,Entire home/apt,134,2,26,2023-03-20,1.14,2,327,4,VT-50408-V
52817237,Rental unit in València · ★4.67 · 2 bedrooms · 3 beds · 2 baths,426082677,Ramiro,EXTRAMURS,LA PETXINA,39.47555,-0.39523,Entire home/apt,128,2,12,2023-09-03,0.53,2,329,2,VT-50409-V
52211509,Rental unit in València · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,56005367,Elena,CIUTAT VELLA,EL CARME,39.47895,-0.37642,Private room,44,2,17,2022-05-30,0.70,2,0,0,
52829070,Serviced apartment in València · ★4.89 · 3 bedrooms · 6 beds · 2 baths,218746122,Isabel,L'EIXAMPLE,LA GRAN VIA,39.46493,-0.36759,Entire home/apt,380,2,19,2023-09-03,1.14,10,122,12,
52217473,Chalet in València · ★4.57 · 4 bedrooms · 14 beds · 2 baths,422700739,Douglas,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47306,-0.32627,Entire home/apt,390,2,7,2023-08-17,0.54,3,327,5,
52841047,Rental unit in València · ★4.84 · 2 bedrooms · 2 beds · 2 baths,427807683,Andrea,QUATRE CARRERES,NA ROVELLA,39.45588,-0.36186,Entire home/apt,121,5,103,2023-09-08,4.48,1,129,47,
52234970,Rental unit in València · ★4.88 · 2 bedrooms · 2 beds · 1 bath,66003676,Jorge,POBLATS MARITIMS,NATZARET,39.44912,-0.33504,Entire home/apt,110,2,81,2023-09-07,3.88,1,195,54,
52849317,Vacation home in Valencia · 1 bedroom · 2 shared baths,84042875,Eduard,EXTRAMURS,LA PETXINA,39.47294,-0.38772,Private room,25,4,2,2022-10-24,0.10,4,0,1,
52237603,Rental unit in València · ★4.95 · 1 bedroom · 1 shared bath,18075229,Soraya,BENIMACLET,BENIMACLET,39.48742,-0.36133,Private room,116,1,21,2022-04-01,0.88,1,0,0,
52249829,Rental unit in València · ★4.78 · 2 bedrooms · 2 beds · 2 baths,117402606,Melanie,PATRAIX,FAVARA,39.45248,-0.39349,Entire home/apt,75,3,40,2023-08-28,1.66,2,0,22,
52271365,Rental unit in València · ★4.96 · 1 bedroom · 1 bed · 1 bath,410765720,Sergi,CIUTAT VELLA,EL CARME,39.48053,-0.3784,Entire home/apt,114,2,57,2023-09-14,2.54,1,306,31,
52277495,Rental unit in València · ★4.47 · 2 bedrooms · 2 beds · 1 bath,406311859,Luis Maria,EXTRAMURS,ARRANCAPINS,39.46614,-0.38513,Entire home/apt,93,2,79,2023-08-21,3.27,2,96,44,
52329278,Rental unit in València · ★4.69 · 1 bedroom · 2 beds · 1 bath,92500968,Diango,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4718,-0.32842,Entire home/apt,90,3,26,2023-07-12,1.09,1,310,5,VT-50437-V
52868681,Rental unit in València · ★4.76 · 3 bedrooms · 3 beds · 2 shared baths,428047913,Fabiana,RASCANYA,TORREFIEL,39.49308,-0.38077,Private room,27,1,89,2023-09-05,3.89,1,333,47,
52331777,Rental unit in València · 1 bedroom · 1 bed · 1.5 shared baths,411271978,Jihad,POBLATS MARITIMS,EL GRAU,39.45937,-0.3338,Private room,26,1,2,2023-07-01,0.33,1,88,2,
52343174,Rental unit in València · 1 bedroom · 1 bed · 2.5 shared baths,47826069,María,QUATRE CARRERES,MONT-OLIVET,39.45805899419231,-0.36245866834474505,Private room,66,2,0,,,2,18,0,
52876630,casa particular in València · ★4.46 · 1 bedroom · 1 bed · 2 shared baths,195995696,Salah,ALGIROS,CIUTAT JARDI,39.47003,-0.34603,Private room,43,1,54,2023-09-05,2.36,4,81,32,
52914269,Rental unit in València · ★4.66 · 2 bedrooms · 2 beds · 1 bath,391637345,Tourism Valencia,CAMINS AL GRAU,PENYA-ROJA,39.46152,-0.35208,Entire home/apt,106,2,56,2023-08-27,2.42,20,95,37,
52364027,Rental unit in València · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,423845704,Agustín,EXTRAMURS,LA ROQUETA,39.464951,-0.379078,Private room,37,3,153,2023-09-14,6.33,5,60,77,
52365944,Rental unit in Valencia · ★4.90 · 1 bedroom · 2 beds · 1 shared bath,420856766,Yipsy Y Jorge,EL PLA DEL REAL,MESTALLA,39.47255,-0.3548,Private room,25,2,59,2023-09-13,2.44,4,19,41,
52366129,Rental unit in València · ★4.74 · 1 bedroom · 1 bed · 1.5 shared baths,423845704,Agustín,EXTRAMURS,LA ROQUETA,39.464951,-0.379078,Private room,40,3,166,2023-09-01,6.92,5,43,85,
52366131,Rental unit in València · ★4.74 · 1 bedroom · 1 bed · 1.5 shared baths,423845704,Agustín,EXTRAMURS,LA ROQUETA,39.46387,-0.37986,Private room,37,3,124,2023-08-31,5.13,5,52,63,
52376603,Rental unit in València · ★4.42 · 1 bedroom · 1 bed · 1 bath,423950563,Red Snapper,CIUTAT VELLA,EL PILAR,39.47384,-0.38351,Entire home/apt,110,1,19,2023-07-24,0.82,1,334,11,VT-45756-V
52948525,Rental unit in València · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,428257005,Mario,PATRAIX,SANT ISIDRE,39.45261000000001,-0.4012717,Private room,21,2,63,2023-08-31,2.76,1,109,33,
52958587,Rental unit in València · ★4.72 · 1 bedroom · 1 bed · 1 bath,428745228,Breda,CIUTAT VELLA,SANT FRANCESC,39.47099,-0.37654,Entire home/apt,260,1,32,2023-08-16,1.41,2,86,20,
52376778,Rental unit in València · ★3.86 · 1 bedroom · 1 bed · 1 bath,423951576,Red Snapper,CIUTAT VELLA,EL PILAR,39.47385,-0.38332,Entire home/apt,110,1,7,2023-08-02,0.30,1,319,2,VT-38224-V
52980199,Rental unit in València · ★4.63 · 1 bedroom · 1 bed · 1 bath,427176013,Melandro,L'EIXAMPLE,RUSSAFA,39.4606,-0.37184,Entire home/apt,132,1,8,2023-08-01,0.39,1,330,4,VT-41967-V
52397532,Rental unit in València · ★4.82 · 1 bedroom · 2 beds · 1 bath,424119484,Mitchell & Thomas,CIUTAT VELLA,EL PILAR,39.47501,-0.381786,Entire home/apt,59,28,11,2023-08-31,0.74,1,199,8,
52997529,Rental unit in València · ★4.52 · 2 bedrooms · 3 beds · 1.5 baths,427176273,Red Snapper,CIUTAT VELLA,EL CARME,39.48017,-0.37968,Entire home/apt,151,1,56,2023-09-06,2.48,1,326,38,VT-42319-V
52400193,Rental unit in València · ★5.0 · 2 bedrooms · 3 beds · 1 bath,102524689,Luz,CIUTAT VELLA,LA XEREA,39.47235,-0.36986,Entire home/apt,213,2,5,2022-10-23,0.22,1,0,1,
52998604,Rental unit in Valencia · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,429049876,Drika,L'OLIVERETA,NOU MOLES,39.47047,-0.3932,Private room,35,1,78,2023-09-08,3.46,1,337,67,
52415961,Rental unit in València · 1 bedroom · 1 bed · 1 shared bath,38140934,Alejandro,L'EIXAMPLE,RUSSAFA,39.46187,-0.36799,Private room,35,1,1,2021-10-12,0.04,3,258,0,
52417621,Rental unit in València · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,419927260,José,JESUS,LA CREU COBERTA,39.450660705566406,-0.3852199912071228,Private room,45,2,50,2023-08-09,2.08,5,84,21,
53000313,Loft in València · ★4.84 · 1 bedroom · 1 bed · 1 bath,43304041,Noelia,PATRAIX,VARA DE QUART,39.46029,-0.41275,Entire home/apt,60,2,43,2022-09-21,1.90,1,0,2,
53004464,Condo in València · ★4.39 · 1 bedroom · 1 bed · 2 shared baths,205472457,Qianqian,EL PLA DEL REAL,MESTALLA,39.47427,-0.3562,Private room,33,1,57,2023-08-18,2.49,8,158,27,
52417984,Rental unit in València · ★4.29 · 1 bedroom · 1 bed · 1 shared bath,419927260,José,JESUS,LA CREU COBERTA,39.45116,-0.3842,Private room,35,2,49,2023-09-03,2.04,5,85,18,
53007821,Rental unit in València · 1 bedroom · 1 bed · 1 shared bath,295614691,Sandy,QUATRE CARRERES,MONT-OLIVET,39.45748,-0.36771,Private room,50,1,0,,,1,163,0,
53020173,Serviced apartment in València · ★4.43 · 1 bedroom · 1 bed · 1 bath,340946071,"Old Town Flats, S.L.",CIUTAT VELLA,EL CARME,39.47665,-0.3788,Entire home/apt,78,1,7,2023-07-27,0.61,5,282,7,AV-7
52443196,Rental unit in València · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,422546020,Katherine,QUATRE CARRERES,NA ROVELLA,39.45221,-0.36717,Private room,29,1,58,2023-09-05,2.47,2,59,32,
53020924,Rental unit in València · ★4.35 · 2 bedrooms · 2 beds · 1 bath,12044109,Invalencia Flats,CIUTAT VELLA,LA XEREA,39.475727,-0.370561,Entire home/apt,165,1,55,2023-08-30,2.40,28,296,40,
53020930,Rental unit in València · ★4.75 · 2 bedrooms · 3 beds · 1 bath,225141466,Ana,L'OLIVERETA,LA FONTSANTA,39.46968,-0.4057,Entire home/apt,95,3,28,2023-07-10,1.23,4,343,14,
53021072,Rental unit in València · ★4.49 · 1 bedroom · 1 bed · 2 shared baths,205472457,Qianqian,EL PLA DEL REAL,MESTALLA,39.47427,-0.35618,Private room,26,1,43,2023-09-01,1.88,8,148,25,
53021378,Rental unit in València · ★4.48 · 1 bedroom · 1 bed · 2 shared baths,205472457,Qianqian,EL PLA DEL REAL,MESTALLA,39.47246,-0.35563,Private room,22,1,44,2023-08-31,1.96,8,116,21,
52448239,Rental unit in València · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,419927260,José,JESUS,LA CREU COBERTA,39.44996,-0.38616,Private room,33,2,55,2023-08-07,2.30,5,66,30,
52449681,Rental unit in València · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,175623008,Joan Josep,QUATRE CARRERES,EN CORTS,39.45755,-0.37383,Private room,90,3,6,2022-10-03,0.26,2,0,1,
53021584,Rental unit in València · ★4.74 · 1 bedroom · 2 beds · 1 shared bath,429058210,Maribel,L'EIXAMPLE,RUSSAFA,39.46192,-0.37747,Private room,70,3,19,2023-06-06,0.85,2,303,8,
52480925,Rental unit in València · ★4.93 · 2 bedrooms · 3 beds · 1 bath,424800807,Rocafort,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47293,-0.33078,Entire home/apt,243,2,15,2023-08-17,0.64,8,45,7,22000/20217179893
53038212,Condo in València · ★4.87 · 1 bedroom · 1 bed · 1.5 shared baths,93855229,Natali,BENICALAP,BENICALAP,39.48974,-0.38926,Private room,22,2,30,2023-07-07,1.33,1,281,14,
52486322,Rental unit in València · ★4.63 · 2 bedrooms · 4 beds · 1.5 baths,159700834,Francisco,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47241,-0.33043,Entire home/apt,119,1,52,2023-08-29,2.20,1,218,26,
53041475,Rental unit in València · ★4.57 · 1 bedroom · 2 beds · 1 bath,211991268,ValenciaGUEST,L'EIXAMPLE,RUSSAFA,39.46197,-0.37515,Entire home/apt,116,2,93,2023-08-24,4.19,26,84,52,
52492047,Rental unit in Valencia · ★4.80 · 3 bedrooms · 3 beds · 1 bath,31397203,Lluis,CAMINS AL GRAU,AIORA,39.46613,-0.34429,Entire home/apt,109,4,46,2023-09-12,1.94,1,160,25,
52504069,Loft in Valencia · ★4.44 · 1 bedroom · 2 beds · 1 bath,153489933,María,CIUTAT VELLA,EL MERCAT,39.47353,-0.37808,Entire home/apt,77,2,96,2023-09-11,4.16,3,154,65,
53042196,Rental unit in València · ★4.53 · 2 bedrooms · 2 beds · 1 bath,429381868,Miguel Angel,L'EIXAMPLE,RUSSAFA,39.46258,-0.37333,Entire home/apt,110,2,103,2023-09-01,4.61,1,73,49,VT 49843 V
52511600,Loft in València · ★4.40 · 1 bedroom · 3 beds · 1 bath,15992738,Nacho,POBLATS MARITIMS,NATZARET,39.44594333772916,-0.3335008722579389,Entire home/apt,85,1,92,2023-09-15,3.88,7,158,51,VT-50424-V
53047049,Rental unit in València · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,427766036,Carlos,L'OLIVERETA,NOU MOLES,39.47302,-0.40339,Private room,19,1,24,2023-02-01,1.12,1,0,8,
53047540,Rental unit in València · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,175623008,Joan Josep,L'EIXAMPLE,RUSSAFA,39.45961,-0.37339,Private room,90,3,17,2023-06-04,0.74,2,0,9,
52530687,Rental unit in València · ★4.43 · 3 bedrooms · 3 beds · 1 bath,424574238,Toni,CAMINS AL GRAU,AIORA,39.46435,-0.3362,Entire home/apt,123,3,67,2023-08-27,3.02,9,136,42,
52531880,Rental unit in València · ★4.09 · 5 bedrooms · 7 beds · 2 shared baths,163479813,Lily,CIUTAT VELLA,SANT FRANCESC,39.47037,-0.37836,Private room,373,2,23,2023-07-30,0.99,5,175,9,
52541844,Rental unit in València · ★4.80 · 2 bedrooms · 2 beds · 1 bath,424800807,Rocafort,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47293,-0.33084,Entire home/apt,229,2,5,2022-10-14,0.21,8,37,1,2000/2021/179893
53056900,Rental unit in València · ★3.67 · 3 bedrooms · 5 beds · 1 bath,429056753,José María,CIUTAT VELLA,LA SEU,39.47707,-0.37542,Entire home/apt,110,1,6,2023-08-22,0.29,1,134,3,VT-45145-V
52542196,Rental unit in València · ★4.88 · 2 bedrooms · 3 beds · 1 bath,424800807,Rocafort,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47304,-0.33037,Entire home/apt,249,2,32,2023-08-04,1.36,8,44,9,ESXXX
52543765,Rental unit in València · ★4.50 · 1 bedroom · 2 beds · 1 bath,424800807,Rocafort,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47317,-0.33019,Entire home/apt,192,1,8,2022-08-29,0.34,8,52,0,22000/2021/179893
52544001,Rental unit in València · ★4.50 · 1 bedroom · 2 beds · 1 bath,424800807,Rocafort,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47153,-0.33199,Entire home/apt,186,1,8,2022-04-17,0.34,8,35,0,ESXXX
52544015,Rental unit in València · ★4.91 · 1 bedroom · 2 beds · 1 bath,424800807,Rocafort,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47087,-0.33011,Entire home/apt,204,1,11,2023-03-04,0.47,8,39,1,ESXXX
52544028,Rental unit in València · ★4.77 · 1 bedroom · 1 bed · 1 bath,424800807,Rocafort,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47101,-0.33071,Entire home/apt,192,1,13,2023-02-26,0.55,8,30,2,22000/2021/179398
52544043,Rental unit in València · ★4.91 · 1 bedroom · 2 beds · 1 bath,424800807,Rocafort,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47155,-0.33038,Entire home/apt,204,1,11,2023-08-30,0.48,8,39,2,ESXXX
52559800,Rental unit in Valencia · ★4.70 · 1 bedroom · 1 bed · 1 bath,126292570,Alejandro,POBLATS MARITIMS,EL GRAU,39.45944,-0.33523,Entire home/apt,67,2,43,2023-09-14,2.13,6,199,38,
52562697,Rental unit in València · ★4.08 · 2 bedrooms · 5 beds · 1 bath,3711511,Cañada Properties,L'EIXAMPLE,RUSSAFA,39.46274,-0.37698,Entire home/apt,131,2,80,2023-09-02,3.40,11,60,46,
52565087,Rental unit in València · ★4.83 · 1 bedroom · 1 shared bath,56005367,Elena,CIUTAT VELLA,EL CARME,39.47968,-0.37611,Private room,25,2,23,2022-05-28,0.97,2,0,0,
52566775,Rental unit in València · ★4.79 · 3 bedrooms · 3 beds · 1 bath,426733385,Elisabet,CAMINS AL GRAU,CAMI FONDO,39.46547139618126,-0.3532829548950676,Entire home/apt,225,2,33,2023-08-25,1.42,1,333,19,
53057454,Rental unit in València · ★4.57 · 1 bedroom · 1 bed · 2 baths,77772233,Rodri,CIUTAT VELLA,LA XEREA,39.47336,-0.37194,Entire home/apt,105,5,7,2023-08-18,0.32,1,1,5,
53072645,Rental unit in València · ★4.66 · 1 bedroom · 1 bed · 1.5 shared baths,97422076,Héctor,EL PLA DEL REAL,MESTALLA,39.4735,-0.35347,Private room,32,2,70,2023-09-12,3.07,3,32,35,
53086677,Condo in València · 3 bedrooms · 3 beds · 2.5 baths,252966546,Sébastien,POBLATS DEL SUD,PINEDO,39.420868757990185,-0.3365973273629064,Entire home/apt,85,2,0,,,1,16,0,
53091283,Rental unit in València · ★4.69 · 1 bedroom · 2 beds · 1 shared bath,429058210,Maribel,L'EIXAMPLE,RUSSAFA,39.45971,-0.37911,Private room,63,3,16,2023-05-29,0.71,2,360,8,
53107512,Condo in València · 3 bedrooms · 5 beds · 2 baths,156202978,Shirley,L'EIXAMPLE,LA GRAN VIA,39.46494,-0.36391,Entire home/apt,200,30,2,2023-07-11,0.35,2,71,2,
53107855,Condo in Valencia · ★4.77 · 3 bedrooms · 4 beds · 2 baths,429928459,Ana,POBLATS DEL SUD,EL SALER,39.36415,-0.32018,Entire home/apt,140,3,47,2023-07-30,2.10,1,55,25,
53128140,Condo in València · ★4.76 · 2 bedrooms · 4 beds · 1.5 baths,430086922,Lidia,CAMINS AL GRAU,LA CREU DEL GRAU,39.46044,-0.34059,Entire home/apt,126,2,80,2023-08-17,3.69,2,26,40,
53132617,Vacation home in Valencia · ★4.82 · 2 bedrooms · 2 beds · 2 baths,156693699,Jorge,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.467486,-0.325507,Entire home/apt,147,4,22,2023-09-12,1.33,1,102,8,VT-42097-V
53132652,Loft in València · ★4.91 · 1 bedroom · 2 beds · 1.5 baths,430125328,Patricia,L'EIXAMPLE,RUSSAFA,39.46188,-0.37408,Entire home/apt,133,3,110,2023-08-31,4.91,1,319,58,
53142943,Rental unit in València · ★4.58 · 2 bedrooms · 3 beds · 2 baths,404438564,María,LA SAIDIA,MORVEDRE,39.4834,-0.37509,Entire home/apt,111,2,110,2023-09-09,4.89,1,86,58,
53143167,Rental unit in València · ★4.48 · 1 bedroom · 1 bed · 1.5 baths,224474491,Shf,POBLATS MARITIMS,EL GRAU,39.45889,-0.33881,Entire home/apt,98,2,21,2023-06-14,0.97,6,296,9,VT-50345-V
53159427,Rental unit in València · ★4.93 · 4 bedrooms · 7 beds · 2 baths,25417734,Ester,L'EIXAMPLE,RUSSAFA,39.46381,-0.37437,Entire home/apt,314,3,68,2023-07-29,3.04,11,138,32,
53160638,Rental unit in València · ★4.91 · 2 bedrooms · 4 beds · 1 bath,25417734,Ester,L'EIXAMPLE,RUSSAFA,39.46412,-0.37266,Entire home/apt,209,3,70,2023-09-09,3.13,11,126,29,
53160812,Condo in València · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,428899595,Michael,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46862,-0.330026,Private room,40,2,140,2023-09-10,6.23,1,50,75,
53161725,Rental unit in València · ★4.96 · 2 bedrooms · 4 beds · 1 bath,25417734,Ester,L'EIXAMPLE,RUSSAFA,39.46241,-0.37274,Entire home/apt,215,3,77,2023-09-07,3.44,11,68,41,
53162425,Rental unit in València · ★4.88 · 3 bedrooms · 5 beds · 2.5 baths,25417734,Ester,L'EIXAMPLE,RUSSAFA,39.46404,-0.37438,Entire home/apt,300,3,50,2023-09-03,2.24,11,143,26,
53163468,Rental unit in València · ★4.0 · 3 bedrooms · 3 beds · 2 baths,170362985,Santiago,QUATRE CARRERES,LA PUNTA,39.45123,-0.33548,Entire home/apt,128,1,9,2023-07-16,0.46,10,42,1,
53164226,Rental unit in València · ★4.92 · 4 bedrooms · 7 beds · 2 baths,25417734,Ester,L'EIXAMPLE,RUSSAFA,39.46232,-0.37272,Entire home/apt,319,3,65,2023-09-01,2.91,11,126,29,
53172057,Rental unit in València · ★4.97 · 2 bedrooms · 4 beds · 1 bath,25417734,Ester,L'EIXAMPLE,RUSSAFA,39.46435,-0.37331,Entire home/apt,215,3,66,2023-09-03,2.95,11,103,31,
53172212,Rental unit in València · ★4.99 · 2 bedrooms · 4 beds · 1 bath,25417734,Ester,L'EIXAMPLE,RUSSAFA,39.46263,-0.37496,Entire home/apt,215,3,90,2023-08-30,4.02,11,124,48,
53172355,Rental unit in València · ★4.97 · 4 bedrooms · 7 beds · 2.5 baths,25417734,Ester,L'EIXAMPLE,RUSSAFA,39.46285,-0.37457,Entire home/apt,300,3,64,2023-08-15,2.86,11,137,21,
53177062,Rental unit in València · 1 bedroom · 1 bed · 1 private bath,21369157,Family Conde,POBLATS MARITIMS,LA MALVA-ROSA,39.47511,-0.32467,Private room,29,30,0,,,15,255,0,
53177450,Rental unit in València · ★4.67 · 1 bedroom · 1 shared bath,21369157,Family Conde,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46963,-0.32634,Private room,21,30,3,2023-06-27,0.23,15,294,2,
53177687,Rental unit in València · 1 bedroom · 1 bed · 1 shared bath,21369157,Family Conde,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47454,-0.32645,Private room,21,30,2,2022-08-28,0.14,15,351,0,
53184776,Rental unit in València · ★4.92 · 3 bedrooms · 2 beds · 2 baths,430544718,Marina,EL PLA DEL REAL,MESTALLA,39.46614,-0.35825,Entire home/apt,155,1,13,2023-08-04,0.61,1,314,7,
53205264,Rental unit in València · ★4.71 · 1 bedroom · 1 bed · 2 baths,93135594,María José,L'EIXAMPLE,RUSSAFA,39.4595,-0.37416,Entire home/apt,105,2,17,2023-01-08,0.77,2,0,10,VT-44009-V
