Transaccion_#;Fecha_Hora;ID_Producto;Tipo_Venta;Cantidad;ID_Ciudad;ID_Categoria;ID_Subcategoria
625268;09/02/2024 17:45;PMUB-14449;Online;3;TOK;PMU;PMUB
625269;10/02/2024 0:29;SALA-98787;Online;1;TOK;SAL;SALA
625270;10/02/2024 12:21;JUGA-55990;Online;2;TOK;JUG;JUGA
625271;10/02/2024 21:33;HINB-61066;Online;1;KOB;HIN;HINB
625272;11/02/2024 5:08;VALB-66230;Online;1;TOK;VAL;VALB
625273;11/02/2024 10:47;SVSC-89352;Online;1;TOK;SVS;SVSC
625274;11/02/2024 10:50;TVSB-25580;Tienda;1;FUK;TVS;TVSB
625275;11/02/2024 20:41;HINB-52731;Online;3;KAW;HIN;HINB
625276;12/02/2024 6:08;EAGA-54137;Tienda;3;TOK;EAG;EAGA
625277;12/02/2024 6:29;TVSH-63112;Online;2;YOK;TVS;TVSH
625278;12/02/2024 15:14;VALC-89709;Online;2;TOK;VAL;VALC
625279;12/02/2024 20:34;CAMF-35067;Online;1;YOK;CAM;CAMF
625280;13/02/2024 1:44;AUDE-20785;Tienda;1;TOK;AUD;AUDE
625281;13/02/2024 11:21;TREC-94463;Tienda;1;TOK;TRE;TREC
625282;13/02/2024 19:05;TREA-12574;Online;1;OSA;TRE;TREA
625283;14/02/2024 2:21;SALD-20758;Online;2;NAO;SAL;SALD
625284;14/02/2024 13:15;ELEB-38372;Online;1;OSA;ELE;ELEB
625285;14/02/2024 17:01;SVSA-27487;Online;1;TOK;SVS;SVSA
625286;15/02/2024 1:22;JUGC-46673;Online;1;OSA;JUG;JUGC
625287;15/02/2024 11:38;HINB-61066;Online;1;TOK;HIN;HINB
625288;15/02/2024 20:09;PMUC-76592;Tienda;1;OSA;PMU;PMUC
625289;16/02/2024 0:44;TVSC-89610;Online;1;OSA;TVS;TVSC
625290;16/02/2024 12:17;PMUC-76592;Online;1;TOK;PMU;PMUC
625291;16/02/2024 15:39;ELEF-97191;Online;1;OSA;ELE;ELEF
625292;17/02/2024 0:24;VJGB-97374;Online;1;OKA;VJG;VJGB
625293;17/02/2024 1:23;ELEH-26937;Online;2;KAW;ELE;ELEH
625294;17/02/2024 9:20;PCTE-13396;Online;1;SAI;PCT;PCTE
625295;17/02/2024 19:36;SVSB-99945;Tienda;1;TOK;SVS;SVSB
625296;17/02/2024 21:31;PMUB-20564;Online;1;TOK;PMU;PMUB
625297;18/02/2024 8:12;HOGA-39194;Online;1;TOK;HOG;HOGA
625298;18/02/2024 17:50;JUGB-41177;Online;1;TOK;JUG;JUGB
625299;18/02/2024 21:09;DEPC-99296;Online;1;OKA;DEP;DEPC
625300;19/02/2024 1:19;HOGB-13551;Tienda;2;YOK;HOG;HOGB
625301;19/02/2024 1:35;CAMF-39184;Online;1;TOK;CAM;CAMF
625302;19/02/2024 12:06;TREB-88970;Online;1;TOK;TRE;TREB
625303;19/02/2024 13:37;AUDB-10684;Online;3;TOK;AUD;AUDB
625304;19/02/2024 19:23;AUDD-72622;Online;3;CHI;AUD;AUDD
625305;19/02/2024 20:44;EAGB-18443;Online;1;OSA;EAG;EAGB
625306;19/02/2024 21:32;AUDG-56768;Online;1;TOK;AUD;AUDG
625307;19/02/2024 22:51;EAGC-97682;Online;1;TOK;EAG;EAGC
625308;20/02/2024 0:06;CAME-43041;Tienda;1;NAO;CAM;CAME
625309;20/02/2024 6:45;TCLC-55666;Online;1;TOK;TCL;TCLC
625310;20/02/2024 12:16;AUDC-86094;Online;1;SAI;AUD;AUDC
625311;20/02/2024 20:02;DEPB-84576;Online;3;TOK;DEP;DEPB
625312;21/02/2024 5:56;CAMF-87569;Online;3;TOK;CAM;CAMF
625313;21/02/2024 16:51;TVSA-92623;Online;1;NAA;TVS;TVSA
625314;21/02/2024 23:10;TVSG-30035;Online;3;TOK;TVS;TVSG
625315;22/02/2024 7:43;EAGA-33983;Online;2;TOK;EAG;EAGA
625316;22/02/2024 9:27;GFTA-57004;Online;1;SAI;GFT;GFTA
625317;22/02/2024 12:30;TVSB-58406;Online;1;NAO;TVS;TVSB
625318;22/02/2024 23:51;VALA-45556;Online;1;NAA;VAL;VALA
625319;23/02/2024 1:21;VJGC-17993;Online;1;YOK;VJG;VJGC
625320;23/02/2024 3:29;ELEG-39425;Online;1;OSA;ELE;ELEG
625321;23/02/2024 9:01;AUDG-87751;Online;1;YOK;AUD;AUDG
625322;23/02/2024 9:48;PCTA-79303;Online;1;TOK;PCT;PCTA
625323;23/02/2024 14:16;CAMC-67490;Tienda;1;KYO;CAM;CAMC
625324;23/02/2024 15:26;CAME-43041;Online;1;TOK;CAM;CAME
625325;24/02/2024 1:49;SALA-83285;Online;1;SAP;SAL;SALA
625326;24/02/2024 2:38;TVSF-79386;Online;3;OSA;TVS;TVSF
625327;24/02/2024 12:49;TREC-68039;Online;1;YOK;TRE;TREC
625328;24/02/2024 20:16;TVSH-48777;Online;1;TOK;TVS;TVSH
625329;24/02/2024 20:55;TCLB-73973;Online;1;TOK;TCL;TCLB
625330;25/02/2024 6:07;SALD-86893;Online;1;SAP;SAL;SALD
625331;25/02/2024 14:37;TVSC-48100;Tienda;3;TOK;TVS;TVSC
625332;25/02/2024 18:52;CAMF-14763;Online;1;TOK;CAM;CAMF
625333;26/02/2024 5:41;TREC-60672;Online;1;YOK;TRE;TREC
625334;26/02/2024 5:46;EAGC-58193;Online;1;TOK;EAG;EAGC
625335;26/02/2024 15:44;JUGC-55410;Tienda;3;TOK;JUG;JUGC
625336;27/02/2024 0:01;PCTF-23943;Online;1;TOK;PCT;PCTF
625337;27/02/2024 4:38;PCTD-66156;Online;1;TOK;PCT;PCTD
625338;27/02/2024 12:56;TVSC-48439;Online;3;YOK;TVS;TVSC
625339;27/02/2024 16:55;ELEA-50206;Online;1;HIR;ELE;ELEA
625340;28/02/2024 0:57;AUDC-60349;Online;1;TOK;AUD;AUDC
625341;28/02/2024 4:23;PCTD-90095;Online;1;NAO;PCT;PCTD
625342;28/02/2024 11:21;PCTE-38007;Online;1;OSA;PCT;PCTE
625343;28/02/2024 20:53;CAMG-19965;Online;3;TOK;CAM;CAMG
625344;29/02/2024 1:58;HINA-51521;Online;1;NAO;HIN;HINA
625345;29/02/2024 11:15;PCTA-15104;Online;1;TOK;PCT;PCTA
625346;29/02/2024 19:47;VJGA-97433;Online;1;TOK;VJG;VJGA
625347;01/03/2024 2:49;PMUC-64474;Online;1;NAA;PMU;PMUC
625348;01/03/2024 14:47;CAMG-10217;Online;3;HIR;CAM;CAMG
625349;01/03/2024 19:12;SALB-55826;Tienda;1;YOK;SAL;SALB
625350;01/03/2024 21:31;PMUE-52590;Online;1;TOK;PMU;PMUE
625351;02/03/2024 6:04;CAMG-19700;Online;1;OSA;CAM;CAMG
625352;02/03/2024 11:32;AUDA-69994;Online;3;OSA;AUD;AUDA
625353;02/03/2024 17:28;SVSB-78752;Online;1;CHI;SVS;SVSB
625354;02/03/2024 18:43;DEPC-21455;Online;1;KAW;DEP;DEPC
625355;03/03/2024 0:10;VALC-29478;Online;1;NAO;VAL;VALC
625356;03/03/2024 12:02;AUDF-40301;Online;1;TOK;AUD;AUDF
625357;03/03/2024 15:34;TVSF-54905;Tienda;1;TOK;TVS;TVSF
625358;03/03/2024 16:55;SALB-74311;Online;1;OSA;SAL;SALB
625359;04/03/2024 2:02;PCTG-24967;Online;1;TOK;PCT;PCTG
625360;04/03/2024 3:10;AUDG-66570;Tienda;1;TOK;AUD;AUDG
625361;04/03/2024 5:57;SALC-61416;Online;1;TOK;SAL;SALC
625362;04/03/2024 13:08;CAMG-36891;Online;3;YOK;CAM;CAMG
625363;04/03/2024 20:06;SALA-16568;Online;1;KYO;SAL;SALA
625364;05/03/2024 1:40;PMUA-18768;Online;1;TOK;PMU;PMUA
625365;05/03/2024 9:33;GFTB-92933;Tienda;3;KOB;GFT;GFTB
625366;05/03/2024 12:27;PCTB-10627;Online;1;OSA;PCT;PCTB
625367;05/03/2024 16:41;VALD-69172;Online;2;NAO;VAL;VALD
625368;05/03/2024 23:12;PMUC-64474;Online;1;TOK;PMU;PMUC
625369;06/03/2024 4:28;PCTB-79309;Tienda;1;OSA;PCT;PCTB
625370;06/03/2024 10:19;PCTE-88935;Online;1;YOK;PCT;PCTE
625371;06/03/2024 20:41;DEPB-29285;Online;1;TOK;DEP;DEPB
625372;07/03/2024 5:33;SALA-29719;Online;3;OSA;SAL;SALA
625373;07/03/2024 13:51;AUDG-52341;Online;1;YOK;AUD;AUDG
625374;07/03/2024 18:19;SVSB-99945;Online;1;TOK;SVS;SVSB
625375;08/03/2024 1:02;HOGC-59300;Tienda;1;TOK;HOG;HOGC
625376;08/03/2024 4:13;CAMB-76266;Online;1;OSA;CAM;CAMB
625377;08/03/2024 7:21;SALA-13420;Online;1;TOK;SAL;SALA
625378;08/03/2024 10:45;TVSG-17566;Online;1;TOK;TVS;TVSG
625379;08/03/2024 13:40;SVSA-29587;Online;1;NAO;SVS;SVSA
625380;08/03/2024 22:02;TVSG-48830;Online;1;TOK;TVS;TVSG
625381;09/03/2024 9:58;PMUD-76670;Online;1;OSA;PMU;PMUD
625382;09/03/2024 20:03;PMUE-62157;Online;1;TOK;PMU;PMUE
625383;09/03/2024 22:59;JUGB-41177;Online;3;OSA;JUG;JUGB
625384;10/03/2024 2:04;EAGA-77205;Tienda;1;OSA;EAG;EAGA
625385;10/03/2024 11:21;ELEF-50722;Online;2;OSA;ELE;ELEF
625386;10/03/2024 23:15;DEPC-75065;Online;1;OSA;DEP;DEPC
625387;11/03/2024 5:12;JUGA-11070;Online;1;TOK;JUG;JUGA
625388;11/03/2024 15:58;EAGA-50329;Online;1;OSA;EAG;EAGA
625389;11/03/2024 23:27;SVSA-29587;Online;1;TOK;SVS;SVSA
625390;12/03/2024 2:31;VJGA-52049;Online;1;OSA;VJG;VJGA
625391;12/03/2024 5:33;PMUC-48740;Online;2;OSA;PMU;PMUC
625392;12/03/2024 11:10;PCTA-28013;Online;1;YOK;PCT;PCTA
625393;12/03/2024 21:38;SALC-64898;Tienda;2;TOK;SAL;SALC
625394;12/03/2024 22:34;ELEE-20550;Online;3;NAO;ELE;ELEE
625395;13/03/2024 8:33;TCLB-73973;Online;2;TOK;TCL;TCLB
625396;13/03/2024 18:10;TVSG-12052;Online;1;NAO;TVS;TVSG
625397;14/03/2024 1:53;TCLA-36993;Online;1;YOK;TCL;TCLA
625398;14/03/2024 13:36;ELEF-82487;Online;1;YOK;ELE;ELEF
625399;14/03/2024 21:00;ELEB-19207;Online;1;TOK;ELE;ELEB
625400;14/03/2024 22:32;PMUF-96262;Online;1;NAO;PMU;PMUF
625401;15/03/2024 2:03;HOGC-59300;Online;1;TOK;HOG;HOGC
625402;15/03/2024 13:53;PCTB-15419;Online;1;TOK;PCT;PCTB
625403;15/03/2024 18:04;DEPC-75065;Online;1;TOK;DEP;DEPC
625404;16/03/2024 2:01;PMUA-22761;Online;1;SAP;PMU;PMUA
625405;16/03/2024 10:26;TCLC-70860;Tienda;3;SAI;TCL;TCLC
625406;16/03/2024 19:54;TVSG-17566;Tienda;1;TOK;TVS;TVSG
625407;17/03/2024 4:24;EAGC-73517;Online;1;TOK;EAG;EAGC
625408;17/03/2024 5:10;JUGA-11747;Online;1;NAO;JUG;JUGA
625409;17/03/2024 11:13;PCTG-55933;Tienda;1;TOK;PCT;PCTG
625410;17/03/2024 15:21;TREC-33239;Online;1;TOK;TRE;TREC
625411;17/03/2024 23:09;PMUC-85322;Online;1;OSA;PMU;PMUC
625412;18/03/2024 0:56;VALB-75862;Tienda;3;TOK;VAL;VALB
625413;18/03/2024 7:41;TVSK-49778;Online;1;TOK;TVS;TVSK
625414;18/03/2024 17:28;PCTC-51525;Online;2;NAO;PCT;PCTC
625415;19/03/2024 3:30;VALD-85277;Online;1;OSA;VAL;VALD
625416;19/03/2024 10:42;HIND-23105;Online;2;TOK;HIN;HIND
625417;19/03/2024 15:14;ELEE-71242;Online;1;YOK;ELE;ELEE
625418;19/03/2024 23:40;CAMB-51587;Online;1;KAW;CAM;CAMB
625419;20/03/2024 10:07;HINC-62430;Online;1;OKA;HIN;HINC
625420;20/03/2024 19:44;ELEG-97121;Tienda;1;NAO;ELE;ELEG
625421;21/03/2024 5:52;TREA-15691;Online;1;TOK;TRE;TREA
625422;21/03/2024 5:58;HINC-62430;Online;1;OSA;HIN;HINC
625423;21/03/2024 15:48;CAMG-32626;Online;1;OKA;CAM;CAMG
625424;21/03/2024 16:12;VJGA-52049;Tienda;1;TOK;VJG;VJGA
625425;21/03/2024 21:40;CAMB-10246;Online;1;TOK;CAM;CAMB
625426;22/03/2024 8:45;HINC-99639;Online;1;OSA;HIN;HINC
625427;22/03/2024 19:18;PMUA-18768;Online;1;TOK;PMU;PMUA
625428;23/03/2024 0:41;VALB-96786;Online;3;TOK;VAL;VALB
625429;23/03/2024 6:45;HIND-12319;Online;1;TOK;HIN;HIND
625430;23/03/2024 18:17;ELEG-32578;Tienda;1;OKA;ELE;ELEG
625431;24/03/2024 0:47;SALD-54535;Online;1;TOK;SAL;SALD
625432;24/03/2024 9:41;CAME-16638;Online;1;YOK;CAM;CAME
625433;24/03/2024 10:05;CAMD-15276;Online;3;TOK;CAM;CAMD
625434;24/03/2024 19:04;PCTG-19234;Online;1;YOK;PCT;PCTG
625435;25/03/2024 4:56;TVSF-66259;Tienda;3;SAP;TVS;TVSF
625436;25/03/2024 5:55;PCTC-70856;Online;1;OSA;PCT;PCTC
625437;25/03/2024 15:59;PMUF-90686;Online;3;NAA;PMU;PMUF
625438;25/03/2024 16:43;PCTB-79309;Online;3;CHI;PCT;PCTB
625439;26/03/2024 0:25;AUDD-19098;Online;1;TOK;AUD;AUDD
625440;26/03/2024 1:54;SALA-83285;Online;1;TOK;SAL;SALA
625441;26/03/2024 11:45;EAGB-35294;Tienda;2;OKA;EAG;EAGB
625442;26/03/2024 17:53;SALA-83285;Online;1;NAO;SAL;SALA
625443;27/03/2024 4:48;EAGA-87908;Online;1;TOK;EAG;EAGA
625444;27/03/2024 9:23;AUDD-51870;Tienda;1;OSA;AUD;AUDD
625445;27/03/2024 10:51;PMUA-42938;Online;1;NAA;PMU;PMUA
625446;27/03/2024 19:41;TVSE-35938;Online;2;TOK;TVS;TVSE
625447;28/03/2024 4:02;TVSJ-18870;Online;1;TOK;TVS;TVSJ
625448;28/03/2024 10:27;TVSE-57605;Online;1;OSA;TVS;TVSE
625449;28/03/2024 21:17;SVSC-18384;Online;1;TOK;SVS;SVSC
625450;28/03/2024 21:36;ELEB-45890;Online;3;TOK;ELE;ELEB
625451;29/03/2024 9:15;CAMB-72325;Tienda;2;TOK;CAM;CAMB
625452;29/03/2024 18:03;TVSD-67001;Online;1;OSA;TVS;TVSD
625453;29/03/2024 22:06;TCLA-81111;Online;1;NAO;TCL;TCLA
625454;30/03/2024 4:00;PMUB-43343;Online;1;TOK;PMU;PMUB
625455;30/03/2024 4:01;CAMC-93921;Online;1;YOK;CAM;CAMC
625456;30/03/2024 11:07;PCTB-11336;Online;1;TOK;PCT;PCTB
625457;30/03/2024 15:57;ELEH-14712;Online;1;OSA;ELE;ELEH
625458;30/03/2024 19:52;AUDG-95382;Online;1;TOK;AUD;AUDG
